BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
2013719,"Sextet for 2 violins, 2 violas, and 2 violoncellos, G major = G-Dur = Sol majeur, op. 36 / Johannes Brahms ; edited by Wilhelm Altmann.","Brahms, Johannes, 1833-1897",,[between 1900-1999],"E. Eulenburg,",String sextets Violins 2 violas 2 cellos 2 Scores,acmus,camus,NA,cen,2018-03-01T00:00:00.000,1
3030742,"Hidden colors. 3 : the rules of racism / a Tariq Nasheed production ; directed by Tariq Nasheed ; executive producers, Tariq Nasheed, David C. Rhodes.",,,c2014.,"King Flex Entertainment,","African Americans Social conditions, African Americans Race identity, African Americans History, Racism United States History, Blacks History, Blacks Race identity, Sociological jurisprudence United States, Africa Civilization, Documentary films, Nonfiction films, Historical films, Feature films",acdvd,cadvdnf,NA,cen,2018-03-01T00:00:00.000,1
2676560,Palinisms : the accidental wit and wisdom of Sarah Palin / edited by Jacob Weisberg.,,"0547551428, 9780547551425",2010.,"Houghton Mifflin Harcourt,","Palin Sarah 1964 Humor, Palin Sarah 1964 Quotations, Palin Sarah 1964 Language, Malapropisms, Women governors Alaska, Vice Presidential candidates United States",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3029012,Pourquoi tout ça? / Lao Kouyate.,"Kouyate, Lao.",,[2014],"Felmay Records,","Popular music Senegal 2001 2010, Folk music Senegal",accd,nacd,Floating,bal,2018-03-01T00:00:00.000,1
3197700,"Go grandriders = Bu lao qi shi / chu pin, Hong dao lao ren fu li ji jin hui, Xuan zhuan mu ma gong zuo shi, CNEX shi na hua ren wen hua chuan bo you xian gong si ; zhi zuo, Xuan zhuan mu ma gong zuo shi ; zhi pian, Lin Yi-ying, Xenia Chang, Ben Tsiang ; dao yan, Hua Tien-hau.",,,"[2015?], c2012.","CNEX Studio Corporation,","Motorcycle touring Taiwan, Older people Taiwan, Retirees Taiwan, Feature films, Nonfiction films, Documentary films",acdvd,nalndvd,Floating,qna,2018-03-01T00:00:00.000,1
70673,The life of Lenin.,"Fischer, Louis, 1896-1970",,[1964],"Harper & Row,",Lenin Vladimir Ilich 1870 1924,acbk,cab,NA,cen,2018-03-01T00:00:00.000,1
1254491,"Breaking the rules : Audrey Flack, a retrospective 1950-1990 / Thalia Gouma-Peterson, curator and editor ; essays by Patricia Hills ... [and others].","Flack, Audrey","0810931176, 0961227612",1992.,"H.N. Abrams,",Flack Audrey Exhibitions,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
441503,,,,,,,acmus,camus,NA,cen,2018-03-01T00:00:00.000,1
3024885,Horton and the Kwuggerbug and more lost stories / by Dr. Seuss ; introduction by Charles D. Cohen.,"Seuss, Dr.","0375973427, 0385382987, 9780375973420, 9780385382984",[2014],"Random House,","Childrens stories American, Stories in rhyme, Short stories",jcbk,ncpic,NA,spa,2018-03-01T00:00:00.000,1
2132105,Roses of the West / by Anne Seagraves.,"Seagraves, Anne",0961908866,2002.,"Wesanne Publications,","Women pioneers West U S Biography, Frontier and pioneer life West U S, West U S Biography",acbk,cab,NA,cen,2018-03-01T00:00:00.000,1
3269005,"Strawberry Shortcake. [Volume 3], Berry good life / [written by Georgia Ball, Kristen Gudsnuk, Zena Dell Lowe ; art by Tina Francisco, Valentina Pinto].",,"1631408844, 9781631408847",[2017],"IDW,","Strawberry Shortcake Fictitious character Comic books strips etc, Friendship Comic books strips etc, Bakers Comic books strips etc, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,nccomic,NA,bea,2018-03-01T00:00:00.000,1
540728,The popcorn dragon / written by Jane Thayer ; illustrated by Lisa McCue.,"Thayer, Jane, 1904-2005","0688083404, 0688088767",[1989],"Morrow Junior Books,",Dragons Juvenile fiction,jcbk,ncpic,NA,bal,2018-03-01T00:00:00.000,1
3184742,Mission: panda rescue : all about pandas and how to save them / Kitson Jazynka with National Geographic Explorer Daniel Raven-Ellison.,"Jazynka, Kitson","1426320884, 1426320892, 9781426320880, 9781426320897",[2016],"National Geographic Kids,","Giant panda Juvenile literature, Wildlife conservation Juvenile literature, Wildlife rescue Juvenile literature",jcbk,ncnf,NA,glk,2018-03-01T00:00:00.000,1
3010553,Californication. The final season / Showtime Networks ; Aggressive Mediocrity ; And Then--.,,"0109573056, 1415778205, 9780109573056, 9781415778203",2014.,"CBS DVD,","Novelists Drama, Addicts California Drama, Sex addiction California Drama, Fathers and daughters California Drama, Man woman relationships California Drama, Television comedies, Television series, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,net,2018-03-01T00:00:00.000,1
2982654,Perdido y solo / Janan Cain ; [traducción de Amalia Martínez Céspedes].,"Cain, Janan","8493824089, 9788493824082",[2011],"Cuento De Luz,","Bees Juvenile fiction, Insects Juvenile fiction, Missing children Juvenile fiction, Strangers Juvenile fiction, Fear in children Juvenile fiction, Childrens safety Juvenile fiction, Safety education for children Juvenile fiction, Lost children Fiction, Spanish language materials Fiction",jcbk,ncln,NA,dth,2018-03-01T00:00:00.000,1
3085214,The handy military history answer book / Samuel Willard Crompton.,"Crompton, Samuel Willard","1578595096, 9781578595099",[2015],"Visible Ink Press,",Military history Miscellanea,acbk,canew,NA,cen,2018-03-01T00:00:00.000,1
2291735,Pagsunog ng dayami / Teo T. Antonio.,"Antonio, Teo T.","9715423825, 9789715423823",2003.,"University of the Philippines Press,",Tagalog poetry,acbk,caln,NA,cen,2018-03-01T00:00:00.000,1
2563200,The city & the city / China Miéville.,"Miéville, China","0345497511, 9780345497512",[2009],"Del Rey/Ballantine Books,","Murder Investigation Fiction, Fantasy fiction, Mystery fiction",acbk,nasf,NA,dlr,2018-03-01T00:00:00.000,1
2980691,Mary O'Houlihan : a story / by Mike O'Connor.,"O'Connor, Mike","192935598X, 9781929355983",[2013],"Pleasure Boat Studio,","First loves Fiction, Olympic Peninsula Wash Fiction, Love stories",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,1
2973286,Matilda's cat / Emily Gravett.,"Gravett, Emily","1442475277, 9781442475274",2013.,"Simon & Schuster Books for Young Readers,",Cats Juvenile fiction,jcbk,ncpic,NA,hip,2018-03-01T00:00:00.000,1
2154223,"Please, baby, please / by Spike Lee and Tonya Lewis Lee ; illustrated by Kadir Nelson.","Lee, Spike",9780689832338,[2002],"Simon & Schuster Books for Young Readers,","Toddlers Juvenile fiction, Mother and child Juvenile fiction, African Americans Juvenile fiction",jcbk,ncpic,NA,bro,2018-03-01T00:00:00.000,1
125059,"Abraham Lincoln; the prairie years. With illus. from photos. and many cartoons, sketches, maps, and letters.","Sandburg, Carl, 1878-1967",,[1929],"Harcourt, Brace,",Lincoln Abraham 1809 1865,acbk,cab,NA,cen,2018-03-01T00:00:00.000,1
2618077,Let's take the long way home : a memoir of friendship / Gail Caldwell.,"Caldwell, Gail, 1951-","1400067383, 9781400067381",[2010],"Random House,","Knapp Caroline 1959 2002 Friends and associates, Caldwell Gail 1951 Friends and associates, Journalists United States Biography, Critics United States Biography",acbk,nab,NA,col,2018-03-01T00:00:00.000,1
1107134,Almanac of Soviet manned space flight / Dennis Newkirk ; foreword by James Oberg.,"Newkirk, Dennis",0872018482,[1990],"Gulf Pub. Co.,",Astronautics Soviet Union History,arbk,cs7r,NA,cen,2018-03-01T00:00:00.000,1
2653312,It was the war of the trenches / art & story by Jacques Tardo ; [edited and translated by Kim Thompson].,"Tardi, Jacques","1606993534, 9781606993538",[2010],"Fantagraphics Books,","World War 1914 1918 Comic books strips etc, Graphic novels, Nonfiction comics",acbk,nacomic,NA,bea,2018-03-01T00:00:00.000,1
2049057,Healthy people in healthy communities : a community guide using healthy people 2010 / [primary authors : Matthew Guidry ... [and others]].,,0160504503,[2001],"Office of Disease Prevention and Health Promotion, Office of Public Health and Science, Dept. of Health and Human Services ; [For sale by the U.S. G.P.O., Supt. of Docs.],",Health maintenance organizations United States Citizen participation Handbooks manuals etc,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2287872,"Ramadan : a Muslim time of fasting, prayer, and celebration / Carol Gnojewski.","Gnojewski, Carol",0766022757,2004.,"Enslow Publishers,","Ramadan Juvenile literature, Fasts and feasts Islam Juvenile literature, Islam Customs and practices Juvenile literature, Holidays Juvenile literature",jcbk,nchol,NA,lcy,2018-03-01T00:00:00.000,1
2875566,"Winter Soldier. [Vol. 3], Black Widow hunt / writer, Ed Brubaker ; artist, Butch Guice ; inkers, Butch Guice (#10) & Brian Thies (#11-14) ; color artist, Bettie Breitweiser (#10-12 & #14) & with Jordie Bellaire (#13-14) ; letterer, VC's Joe Caramanga.","Brubaker, Ed","0785167285, 9780785167280",[2013],"Marvel ; Turnaround [distributor],","Black Widow Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Science fiction comic books strips etc, Graphic novels",acbk,nycomic,NA,nga,2018-03-01T00:00:00.000,1
2882895,"40 projects for building your backyard homestead : a hands-on, step-by-step sustainable-living guide / David Toht.","Toht, David","1580117104, 9781580117104",[2013],"Creative Homeowner Pr,","Sustainable living Handbooks manuals etc, Outdoor furniture Design and construction, Woodwork",acbk,nanf,NA,col,2018-03-01T00:00:00.000,1
3226475,A very British ending / Edward Wilson.,"Wilson, Edward (Novelist)","1910050490, 1910050776, 9781910050491, 9781910050774","2016, c2015.","Arcadia Books,","Great Britain MI6 Fiction, Coups d‚tat Fiction, Great Britain HM Government Fiction, Detective and mystery fiction, Spy fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,2
3330500,Ducks away! / Mem Fox + Judy Horacek.,"Fox, Mem, 1946-","1338185667, 9781338185669",[2018],"Scholastic Press,","Ducks Juvenile fiction, Counting Juvenile fiction, Ducks Fiction, Counting, Picture books",jcbk,ncpic,NA,rbe,2018-03-01T00:00:00.000,1
281623,Early will records of North Central counties of Missouri.,"Ellsberry, Elizabeth Prather, 1923-",,[between 1960-1969?],"[publisher not identified],",Wills Missouri,arbk,caref,NA,cen,2018-03-01T00:00:00.000,1
2568641,Invocation à la nuit : musica notturna.,,,[2008],"Alia Vox,","Songs High voice with instrumental ensemble, Instrumental music",accd,naover,NA,swt,2018-03-01T00:00:00.000,1
3102676,X why Z : your body / by Mark Shulman and James Buckley Jr.,"Shulman, Mark, 1962-","1618931377, 9781618931375",[2015],"Time for Kids Books, an imprint of Time Inc. Books,","Human body Juvenile literature, Human physiology Juvenile literature",jcbk,ncnf,NA,fre,2018-03-01T00:00:00.000,1
3341512,The poems of Emily Dickinson : reading edition / edited by R.W. Franklin.,"Dickinson, Emily, 1830-1886","0674018249, 9780674018242","2005, ©1999.","Belknap,",American poetry 19th century,acbk,nanf,NA,dth,2018-03-01T00:00:00.000,1
2942775,The wealth of my mother's wisdom : the lessons that made my life rich / Terrence Jenkins.,"Jenkins, Terrence, 1982-","0062272942, 9780062272942",[2013],"It Books, an imprint of HarperCollinsPublishers,","Jenkins Terrence 1982, Television personalities United States Biography, Mothers and sons Biography, African American television personalities United States Biography, African American single mothers Biography, Single mothers Biography, Parenting",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
2856348,The as if principle : the radically new approach to changing your life / Richard Wiseman.,"Wiseman, Richard (Richard John), 1966-","1451675054, 9781451675054",2013.,"Free Press,","Self actualization Psychology, Interpersonal relations",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2982588,Gecko gladiator / Ali Sparkes ; illustrated by Ross Collins.,"Sparkes, Ali, 1966-","1467721158, 1467721719, 9781467721158, 9781467721714",[2014],"Darby Creek,","Ciphers Fiction, Geckos Juvenile fiction, Brothers Juvenile fiction, Twins Juvenile fiction, Science fiction Juvenile fiction",jcbk,ncfic,NA,dth,2018-03-01T00:00:00.000,1
3355784,"Nasser's republic : the making of modern Egypt / written, produced and directed by Michal Goldman ; executive producer, Kathryn Dietz ; Icarus Films ; Mermaid House, LLC.",,,c2016.,"Icarus Films Home Video,","Nasser Gamal Abdel 1918 1970, Presidents Egypt Biography, Egypt Politics and government 1952 1970, Arab nationalism, Documentary films, Educational films, Nonfiction films, Biographical films, Video recordings for the hearing impaired",acdvd,nadvdnf,Floating,net,2018-03-01T00:00:00.000,1
2555997,The Express / Universal ; a Davis Entertainment Company production ; produced by John Davis ; written by Charles Leavitt ; directed by Gary Fleder.,,,[2009],"Universal Studios Home Entertainment,","Davis Ernie 1939 1963 Drama, African American football players New York State Syracuse Drama, Football coaches Drama, Football films, Fiction films, Biographical films, Feature films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,wts,2018-03-01T00:00:00.000,1
3172191,The small business start-up kit / Peri H. Pakroo ; edited by Marcia Stewart.,"Pakroo, Peri","1413322336, 9781413322330",2016.,"Nolo,","Small business Law and legislation United States, New business enterprises Law and legislation United States, Law for laypersons",acbk,nanf,NA,dlr,2018-03-01T00:00:00.000,1
2698338,Night flight : Amelia Earhart crosses the Atlantic / Robert Burleigh ; paintings by Wendell Minor.,"Burleigh, Robert","1416967338, 9781416967330",2011.,"Simon & Schuster Books for Young Readers,","Earhart Amelia 1897 1937 Voyages and travels Juvenile literature, Earhart Amelia 1897 1937 Juvenile fiction, Air pilots United States Biography Juvenile literature, Transatlantic flights Juvenile literature, Air pilots Juvenile fiction, Transatlantic flights Juvenile fiction",jcbk,ncenf,NA,mag,2018-03-01T00:00:00.000,1
2639680,Thieves in the temple : the Christian church and the selling of the American soul / G. Jeffrey MacDonald.,"MacDonald, G. Jeffrey","0465009328, 9780465009329",[2010],"Basic Books,",Christian life,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2934459,"V tumane = In the fog / Strand Releasing ; ma.ja.de fiction ; GP Cinema Company ; Rija Films ; Lemming Film ; Belarusfilm ; ZDF/ARTE ; produzent, Heino Deckert ; drehbuch & regie, Sergei Loznitsa.",,,2013.,"Strand Releasing,","Trainmen Drama, Police Drama, Guerrillas Drama, Soviet Union History German occupation 1941 1944 Drama, Fiction films, Feature films, Motion pictures Russian",acdvd,nalndvd,Floating,bal,2018-03-01T00:00:00.000,1
2797178,Truyện ngắn 9 cây bút nữ / Nguyễn Thị Minh Ngọc...[and others].,,,2011.,"Văn Học,",Short stories Vietnamese,acbk,naln,NA,idc,2018-03-01T00:00:00.000,1
3253545,Bunyan & Babe / Toonz Entertainment ; Exodus ; produced by John D. Eraklis ; screenplay by Michael A. Nickles and J.A. Wall ; directed by Louis Ross.,,,[2017],"Paul Bunyan, LLC,","Bunyan Paul Legendary character Juvenile drama, Feature films, Childrens films, Animated films, Comedy films, Action and adventure films, Fantasy films, Fiction films, Video recordings for the hearing impaired",jcdvd,ncdvd,Floating,bea,2018-03-01T00:00:00.000,1
2991081,Too many puppies! / adapted by Mary Tillworth.,"Tillworth, Mary","0375971939, 0385373090, 9780375971938, 9780385373098",[2014],"Random House,","Dogs Juvenile fiction, Pets Juvenile fiction",jcbk,ncrdr,Floating,dlr,2018-03-01T00:00:00.000,1
3202195,Faraway fox / written by Jolene Thompson ; illustrated by Justin K. Thompson.,"Thompson, Jolene","0544707117, 9780544707115",[2016],"Houghton Mifflin Harcourt,","Foxes Juvenile fiction, Habitat Ecology Fiction",jcbk,ncpic,NA,bea,2018-03-01T00:00:00.000,1
2288723,Snow flower and the secret fan : a novel / Lisa See.,"See, Lisa",1400060281,[2005],"Random House,","Reminiscing in old age Fiction, Female friendship Fiction, Women China Fiction, Married women Fiction, Older women Fiction, Footbinding Fiction, Childbirth Fiction, Secrecy Fiction, China Fiction, Psychological fiction, Domestic fiction",acbk,nafic,NA,nga,2018-03-01T00:00:00.000,1
2082384,Puerto Rico / by Martin Schwabacher.,"Schwabacher, Martin",0761413138,[2001],"Benchmark Books,",Puerto Rico Juvenile literature,jcbk,ncnf,NA,bro,2018-03-01T00:00:00.000,1
3166769,"Dance science : anatomy, movement analysis, conditioning / Gayanne Grossman ; illustrations by Timothy Phelps.","Grossman, Gayanne","087127387X, 0871273888, 9780871273871, 9780871273888",[2015],"Princeton Book Co.,","Dancing, Movement, Physical Conditioning Human, Dance Physiological aspects, Human anatomy, Human mechanics, Kinesiology, Physical education and training",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
2833188,"Geek mom : projects, tips, and adventures for moms and their 21st-century families / Natania Barron ... [and others] ; illustrations by Dave Perillo ; [foreword by Kari Byron].",,"0823085929, 9780823085927",[2012],"Potter Craft,","Home economics, Parenting, Handicraft",acbk,nanf,NA,bal,2018-03-01T00:00:00.000,1
2697070,Sixkill / Robert B. Parker.,"Parker, Robert B., 1932-2010","0399157263, 9780399157264",2011.,"G. P. Putnam's Sons,","Spenser Fictitious character Fiction, Private investigators Fiction, Murder Investigation Fiction, Bodyguards Fiction, Boston Mass Fiction, Mystery fiction",acbk,namys,Floating,wts,2018-03-01T00:00:00.000,1
3135956,The Big Green Egg book / edited by Dirk Koppes ; recipes by Vanja van der Leeden ; photography by Remko Kraaijeveld ; design by Ronald Timmermans.,"Koppes, Dirk, 1963-","1449471153, 9781449471156",2015.,"Andrews McMeel Publishing,","Barbecuing, Cookbooks",acbk,nanf,NA,mag,2018-03-01T00:00:00.000,1
2682574,Sunny day / Elizabeth Mitchell.,"Mitchell, Elizabeth, 1968-",,[2010],"Smithsonian Folkways,","Childrens songs Juvenile sound recordings, Songs",jccd,nccd,Floating,bal,2018-03-01T00:00:00.000,1
2468654,Oooh! Matisse / Mil Niepold & Jeanyves Verdu.,"Niepold, Mil","1582462275, 9781582462271",2007.,"Tricycle Press,","Matisse Henri 1869 1954 Juvenile literature, Painters France Juvenile literature, Artists Juvenile literature",jcbk,ncenf,NA,gwd,2018-03-01T00:00:00.000,1
2731911,"Secrets of the crown / Adam Jay Epstein, Andrew Jacobson ; art by Peter Chan & Kei Acedera.","Epstein, Adam Jay","0061961116, 0061961132, 9780061961113, 9780061961137",2011.,"Harper,","Animals Juvenile fiction, Shapeshifting Juvenile fiction, Magic Juvenile fiction, Wizards Juvenile fiction, Fantasy fiction",jcbk,ncfic,NA,bal,2018-03-01T00:00:00.000,1
3136617,The truth : an uncomfortable book about relationships / Neil Strauss.,"Strauss, Neil","0060898763, 9780060898762",[2015],"Dey St., an imprint of William Morrow Publishers,","Strauss Neil Relations with women, Commitment Psychology, Interpersonal relations, Couples",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
2323708,What the best college teachers do / Ken Bain.,"Bain, Ken","0674013255, 9780674013254",[2004],"Harvard University Press,","College teaching United States, Effective teaching United States",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
1972007,Olympic architecture 2000 : building Sydney / Patrick Bingham-Hall.,"Bingham-Hall, Patrick",0949284394,1999.,"Watermark Press,","Olympics Pictorial works, Olympics Buildings Designs and plans, Stadiums Australia New South Wales Sydney Designs and plans, Sports facilities Australia New South Wales Sydney Designs and plans, Sydney N S W Buildings structures etc Designs and plans",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3221941,"Kiku tsumemomi : ikkai jūbyō de gungun doku ga deru / Narumi Rie, cho ; Kiketsu men'eki ryōhōkai, kanshk.","Narumi, Rie.","4309285805, 9784309285801",2016.,"Kawadeshobōshinsha,",Acupressure,acbk,caln,NA,cen,2018-03-01T00:00:00.000,1
3109809,Rivers and lakes inside out / Megan Kopp.,"Kopp, Megan","0778714993, 0778715035, 9780778714996, 9780778715030",[2015],"Crabtree Publishing Company,","Rivers Juvenile literature, Lakes Juvenile literature, Stream ecology Juvenile literature, Lake ecology Juvenile literature",jcbk,ncnf,NA,bal,2018-03-01T00:00:00.000,1
3279428,"Anna & Froga. Out and about / Anouk Ricard ; [translation, Helge Dascher ; translation editor, John Kadlecek].","Ricard, Anouk","1770462406, 9781770462403",2016.,"Enfant, an imprint of Drawn & Quarterly,","Friendship Comic books strips etc, Comic books strips etc France Translations into English, Cartoons and comics, Humorous comics, Comics Graphic works, Graphic novels",jcbk,nccomic,NA,cap,2018-03-01T00:00:00.000,1
2017172,Stankonia / OutKast.,OutKast (Musical group),,[2000],"Arista,","Rap Music, Popular music 1991 2000",accd,nacd,Floating,bea,2018-03-01T00:00:00.000,1
3225807,Herobrine's war : an unofficial minecrafter's adventure / Mark Cheverton.,"Cheverton, Mark","1510709967, 9781510709966",[2017],"Sky Pony Press,","Video games Juvenile fiction, Minecraft Game Juvenile fiction, Imaginary wars and battles Fiction, Adventure and adventurers Fiction, Action and adventure fiction",jcbk,ncser,NA,cap,2018-03-01T00:00:00.000,1
389325,A few days : poems / by James Schuyler.,"Schuyler, James","0394546857, 0394741269",[1985],"Random House,",,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3054336,"Jimi : all is by my side / XLrator Media ; Darko Entertainment ; Freeman Film ; Subotica ; Matador Pictures ; in association with the Irish Film Board ; producers, Sean McKittrick, Jeff Culotta, Danny Bramson, Brandon Freeman, Anthony Burns, Tristan Orpen Lynch, Nigel Thomas ; written and directed by John Ridley.",,,[2015],"[Publisher not identified],","Hendrix Jimi Drama, Rock musicians Drama, Feature films, Biographical films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,bea,2018-03-01T00:00:00.000,1
3171284,Our teacher is a vampire and other (not) true stories / by Mary Amato ; illustrated by Ethan Long.,"Amato, Mary","0823435539, 9780823435531",[2016],"Holiday House,","Teachers Juvenile fiction, Schools Juvenile fiction, Notebooks Juvenile fiction",jcbk,ncfic,NA,fre,2018-03-01T00:00:00.000,1
3313055,Mom set free : find relief from the pressure to get it all right / Jeannie Cunnion ; foreword by Elisabeth Hasselbeck.,"Cunnion, Jeannie, 1975-","1501156446, 9781501156441",2017.,"Howard Books,","Mothers Religious life, Motherhood Religious aspects Christianity, Parenting Religious aspects Christianity, Child rearing Religious aspects Christianity",acbk,nanf,NA,bro,2018-03-01T00:00:00.000,1
3197387,You have seen their faces / by Erskine Caldwell and Margaret Bourke-White ; foreword by Alan Trachtenberg.,"Caldwell, Erskine, 1903-1987","0820316911, 082031692X, 9780820316918, 9780820316925",1995.,"University of Georgia Press,","Sharecroppers Southern States, Farm tenancy Economic aspects Southern States, Sharecropping, Cotton growing Southern States, Sharecroppers Southern States Pictorial works, Southern States Social conditions",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
1607066,"Buy smart, buy safe : a consumer's guide to less-toxic products / by Philip Dickey.","Dickey, Philip.",,1994.,"Washington Toxics Coalition,","Household supplies Washington State Puget Sound Region Directories, House cleaning Washington State Puget Sound Region Equipment and supplies Directories, Hazardous substances Washington State Puget Sound Region Directories, Hazardous wastes Washington State Puget Sound Region Directories",arbk,cs7r,NA,cen,2018-03-01T00:00:00.000,1
2113276,The daddy book / by Todd Parr.,"Parr, Todd",0316607991,2002.,"Little, Brown,",Fathers Juvenile fiction,jcbk,ncpic,NA,net,2018-03-01T00:00:00.000,1
3220224,Right behind you : a novel / Lisa Gardner.,"Gardner, Lisa","0525954589, 9780525954583",[2017],"Dutton,","Quincy Pierce Fictitious character Fiction, Conner Rainie Fictitious character Fiction, Government investigators Fiction, Murder Investigation Fiction, Brothers and sisters Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,namys,Floating,net,2018-03-01T00:00:00.000,2
2957625,"Attack on Titan. 7 / Hajime Isayama ; translator, Sheldon Drzka.","Isayama, Hajime, 1986-","1612622569, 9781612622569",[2013],"Kodansha Comics,","Giants Comic books strips etc, Good and evil Comic books strips etc, Horror comics, Graphic novels, Science fiction comic books strips etc",acbk,nycomic,NA,gwd,2018-03-01T00:00:00.000,1
3110755,"If there be thorns / Lifetime Pictures ; A&E Networks ; Fries Film Company ; Everywhere Studios ; Jane Startz Productions ; teleplay by Andrew Cochran ; producer, Harvey Kahn, Richard D. Arredondo ; directed by Nancy Savoca.",,,[2015],"[Publisher not identified],","Abused children Drama, Brothers and sisters Drama, Grandparent and child Drama, Social isolation Drama, Inheritance and succession Drama, Made for TV movies, Television melodramas, Thrillers Television programs, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,cap,2018-03-01T00:00:00.000,1
2771265,Iraq / by Liz Sonneborn.,"Sonneborn, Liz","0531253120, 9780531253120",2012.,"Children's Press,",Iraq Juvenile literature,jcbk,ncnf,NA,bro,2018-03-01T00:00:00.000,1
3208310,I'm not your manic pixie dream girl / Gretchen McNeil.,"McNeil, Gretchen","0062409115, 9780062409119",[2016],"Balzer + Bray, an imprint of HarperCollinsPublishers,","Dating Social customs Fiction, Love Fiction, Dating Social customs Teen fiction, Love Teen fiction, Bullying Fiction, High school students Fiction, Revenge Fiction, Young adult fiction",acbk,nynew,NA,bro,2018-03-01T00:00:00.000,1
3253809,The handmaid's tale / Metro Goldwyn Mayer ; Cinecom ; with Master Partners ; in association with Cinetudes Film Productions and Odyssey/Cinecom International ; produced by Daniel Wilson ; screenplay by Harold Pinter ; directed by Volker Schlöndorff.,,,[2017],"Shout Factory,","Infertility Drama, Man woman relationships Drama, Misogyny Drama, Dystopian films, Science fiction films, Feature films, Fiction films",acdvd,nadvd,Floating,wal,2018-03-01T00:00:00.000,1
3137894,The hateful eight / Quentin Tarantino ; foreword by Elvis Mitchell.,"Tarantino, Quentin","1455537330, 9781455537334",2015.,"Grand Central Publishing,","Hateful eight Motion picture, Bounty hunters Wyoming Drama, Fugitives from justice Wyoming Drama, Sheriffs Wyoming Drama, Motion picture plays",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2969185,Leviathan / a film by Lucien Castaing-Taylor and Verena Paravel.,,"0781514320, 9780781514323",[2013],"Cinema Guild,","Fisheries, Experimental films, Documentary films, Nonfiction films",acdvd,nadvdnf,Floating,bro,2018-03-01T00:00:00.000,1
2455169,The liberals' moment : the McGovern insurgency and the identity crisis of the Democratic Party / Bruce Miroff.,"Miroff, Bruce","0700615466, 9780700615469",[2007],"University Press of Kansas,","McGovern George S George Stanley 1922 2012, Democratic Party U S, Liberalism United States, Presidents United States Election 1972",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2420726,"Death note. Vol. 11, Kindred spirit / story by Tsugumi Ohba ; art by Takeshi Obata ; [translation & adaptation, Tetsuichiro Miyaki ; touch-up art & lettering, Gia Cam Luc].","Ōba, Tsugumi","1421511789, 9781421511788, 9781428724488",2007.,"Viz Media,","United States Federal Bureau of Investigation Comic books strips etc, Death Comic books strips etc, Criminals Comic books strips etc, Students Comic books strips etc, Good and evil Comic books strips etc, Fantasy comics, Graphic novels",acbk,cycomic,NA,cen,2018-03-01T00:00:00.000,3
3098453,The black reckoning / John Stephens.,"Stephens, John, 1972-","0307915158, 9780307915153",2015.,"Listening Library,","Magic Fiction, Identity Fiction, Monsters Fiction, Prophecies Fiction, Brothers and sisters Juvenile fiction, Books and reading Juvenile fiction, Space and time Juvenile fiction",jccd,ncbocd,Floating,wts,2018-03-01T00:00:00.000,1
2766221,Susan B. Anthony / Alexandra Wallner.,"Wallner, Alexandra","0823419533, 9780823419531",[2012],"Holiday House,","Anthony Susan B Susan Brownell 1820 1906 Juvenile literature, Suffragists United States Biography Juvenile literature, Feminists United States Biography Juvenile literature, Womens rights United States Juvenile literature, Suffragists Juvenile literature, Feminists Juvenile literature, Womens rights Juvenile literature",jcbk,ncb,NA,dth,2018-03-01T00:00:00.000,1
1965278,"Millionaire : the philanderer, gambler, and duelist who invented modern finance / Janet Gleeson.","Gleeson, Janet",0684872951,[1999],"Simon & Schuster,","Law John 1671 1729, Capitalists and financiers Biography",acbk,cab,NA,cen,2018-03-01T00:00:00.000,1
3305717,The lifeboat that saved the world / Irving Finkel ; illustrated by Dylan Giles.,"Finkel, Irving L.","0500651221, 9780500651223",2017.,"Thames & Hudson,","Deluge Folklore Juvenile literature, Mythology Assyro Babylonian Juvenile literature, Floods Folklore Juvenile literature, Noahs ark Juvenile literature",jcbk,ccnf,NA,cen,2018-03-01T00:00:00.000,1
