3145640,The Covenant with Black America - ten years later / compiled and edited by Tavis Smiley.,,"140195149X, 9781401951498",2016,"Hay House, Inc.,",acbk,nanf,bal,1,A
2136012,Soldiers of freedom : an illustrated history of African Americans in the Armed Forces / Kai Wright.,"Wright, Kai",1579122531,2002,"Black Dog & Leventhal,",acbk,naaanf,dth,1,A
1323718,al-ʻArabīyah al-ṣaḥīḥah : dalīl al-bāḥith ilá al-ṣawāb al-lughawī / Aḥmad Mukhtār ʻUmar.,"ʻUmar, Aḥmad Mukhtār",,1981,"ʻĀlam al-Kutub,",acbk,caln,cen,1,A
3055896,"Dolphin tale 2 / Warner Bros. Pictures ; Alcon Entertainment ; produced by Andrew A. Kosove, Broderick Johnson, Richard Ingber, Steven P. Wegner ; written and directed by Charles Martin Smith.",,,2014,"[Publisher not identified],",jcdvd,ncdvd,cap,1,A
2721790,Doggy whys? / Lila Prap.,"Prap, Lila, 1955-","0735840148, 9780735840140",2011,"NorthSouth,",jcbk,ncnf,net,1,A
1914324,Dark canyon / Louis L'Amour.,"L'Amour, Louis, 1908-1988",786208767,1999,"Thorndike Press,",acbk,cs1malf,cen,1,A
3266155,"X-Mickey. The contest / Stefano Ambrosio, writer ; Stefano Turconi, artist.","Ambrosio, Stefano","1629916471, 162991648X, 9781629916477, 9781629916484",2017,"Papercutz,",jcbk,nccomic,spa,1,A
409734,"Clay, its composition, properties and uses / by Joseph Newton.","Newton, Joseph, 1909-",,1960,"Idaho Bureau of Mines and Geology,",arbk,cs7r,cen,1,A
1819144,"Foreign relations of the United States 1958-1960 / editor in chief, John P. Glennon ; editors, Edward C. Keefer, David W. Mabon.",United States. Department of State,,19861994,"U.S. Govt. Print. Off.,",acbk,canf,cen,1,A
2744587,"House of stone : a memoir of home, family, and a lost Middle East / Anthony Shadid.","Shadid, Anthony","0547134665, 9780547134666",2012,"Houghton Mifflin Harcourt,",acbk,nanf,dth,1,A
3171181,A dragon's guide to making your human smarter / Laurence Yep & Joanne Ryder.,"Yep, Laurence, 1948-","0147521238, 0147521254, 9780147521231, 9780147521255",2016,"Listening Library,",jccd,ccbocd,cen,1,A
1881252,Gertrude Chandler Warner and the Boxcar children / Mary Ellen Ellsworth ; illustrated by Marie DeJohn.,"Ellsworth, Mary Ellen",807528374,1997,"A. Whitman,",jcbk,ccnf,cen,1,A
3009034,Shackleton : Antarctic odyssey / Nick Bertozzi.,"Bertozzi, Nick","1596434511, 9781596434516",2014,"First Second,",acbk,cycomic,cen,2,A
3280263,Abide with me : a novel / Elizabeth Strout.,"Strout, Elizabeth","0812971825, 9780812971828",2007,"Random House Trade Paperbacks,",acbk,nafic,bal,1,A
3109239,The economics of inequality / Thomas Piketty ; translated by Arthur Goldhammer.,"Piketty, Thomas, 1971-","0674504801, 9780674504806",2015,"Belknap Press of Harvard University Press,",acbk,canf,cen,2,A
3156887,Sunset City : a novel / Melissa Ginsburg.,"Ginsburg, Melissa","0062429701, 9780062429704",2016,"Ecco, an imprint of HarperCollins Publishers,",acbk,cafic,cen,2,A
2633899,The sixty-eight rooms / Marianne Malone ; illustrations by Greg Call.,"Malone, Marianne","0375857109, 0375857117, 0375957103, 9780375857102, 9780375857119, 9780375957109",2010,"Random House,",jcbk,ccfic,cen,1,A
1306465,The Newbery & Caldecott awards.,,,,"Association for Library Service to Children,",arbk,ncref,swt,1,A
2676604,Maisy goes on vacation / Lucy Cousins.,"Cousins, Lucy","0763647527, 9780763647520",2010,"Candlewick Press,",jcbk,ncpic,net,1,A
2805548,Bloody Monday. 2 / story by Ryumon Ryou ; art by Megumi Koji ; translated by Mari Morimoto ; lettered by Bobby Timony.,"Ryumon, Ryō, 1962-","193542923X, 9781935429234",2011,"Kodansha,",acbk,nycomic,uni,1,A
3224262,Game of shadows / Erika Lewis.,"Lewis, Erika, 1968-","0765381389, 9780765381385",2017,"Tor,",acbk,casf,cen,2,A
2947481,Puget Sound : a boater's guide / Anne & Laurence Yeadon-Jones.,"Yeadon-Jones, Anne","0973986514, 9780973986518",2013,"Dreamspeaker guides,",acbk,nanf,hip,1,A
2417432,"Galápagos : the islands that changed the world / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited ; a Wildvision/National Geographic Channel US co-production ; series producer, Patrick Morris ; producers, Patrick Morris, Andrew Murray.",,"1419850741, 9781419850745",2007,"BBC Video : Distributed by BBC Worldwide Americas ; Distributed by Warner Home Video,",acdvd,cadvdnf,cen,2,A
2968591,Mother's Day / by Ann Heinrichs ; illustrated by R. W. Alley.,"Heinrichs, Ann","1623235103, 9781623235109",2013,"The Child's World,",jcbk,nchol,lcy,1,A
2627267,Manatees / Precious McKenzie.,"McKenzie, Precious, 1975-","1606944037, 9781606944035",2010,"Rourke Pub.,",jcbk,ccnf,cen,1,A
3014925,Indian basics : 85 recipes illustrated step by step / Jody Vassallo ; photographs by James Lyndsay .,"Vassallo, Jody","155407939X, 9781554079391",2011,"Firefly Books,",acbk,canf,cen,2,A
729537,Country blacksmithing / by Charles McRaven ; photos. by Linda Moore McRaven and the author ; drawings by Chandis Ingenthron and the author.,"McRaven, Charles","0060148705, 006090870X, 0690019629",1981,"Harper & Row,",acbk,canf,cen,1,A
3177495,Save twilight : selected poems of Julio Cortázar / translated by Stephen Kessler.,"Cortázar, Julio","0872867099, 9780872867093",2016,"City Lights Publishers,",acbk,canf,cen,1,A
2271968,Catholic / Adam Woog.,"Woog, Adam, 1953-",737722681,2004,"Kidhaven Press,",jcbk,ccnf,cen,1,A
3138509,"Magical girl apocalypse. Volume 6 / story and art by Kentaro Sato ; translation, Wesley Bridges ; adaptation, Janet Houck.","Sato, Kentaro","1626922349, 9781626922341",2016,"Seven Seas Entertainment,",acbk,nycomic,nga,1,A
2501021,House of many ways / Diana Wynne Jones.,"Jones, Diana Wynne","0061477958, 9780061477959, 9780061477973",2008,"Greenwillow Books,",jcbk,ncfic,bro,1,A
2646620,Recommendations for prevention of HIV transmission in health-care settings.,,,1987,"[U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control],",acbk,canf,cen,1,A
3227506,Ramblin' boy : the letters of Steve Hoyt / edited with commentary by Daniel Leen.,"Leen, Daniel, 1947-","0963291297, 9780963291295",2016,"Ecodesigns Northwest Publishers,",acbk,nanf,mag,1,A
3054408,Modern American snipers : from The legend to The reaper : on the battlefield with special operations snipers / Chris Martin ; foreword by Eric Davis.,"Martin, Chris, 1974-","1250067170, 9781250067173",2014,"St. Martin's Press,",acbk,nanf,glk,1,A
3181817,The family Fletcher takes Rock Island / Dana Alison Levy.,"Levy, Dana Alison","1101916419, 1101916435, 9781101916414, 9781101916438",2016,"Random House/Listening Library,",jccd,ccbocd,cen,1,A
2683905,Athena. Volume one / written by Doug Murray ; illustrated by Fabiano Neves & Paul Renaud ; colored by Marcelo Maiolo & Paul Renaud ; lettered by Simon Bowland & Zach Matheny ; collection cover by Paul Renaud ; collection design by Bill Tortolini.,"Murray, Doug","1606901141, 9781606901144",2010,"Dynamite Entertainment,",acbk,nacomic,net,1,A
2996324,Class of '92 : the official story of the team that transformed United / Ian Marshall.,"Marshall, Ian, 1966-","1471102637, 9781471102639",2012,"Simon & Schuster,",acbk,canf,cen,2,A
3144355,"United States of Jihad : Americans fighting for militant Islam, from 9/11 to ISIS / by Peter Bergen.","Bergen, Peter L., 1962-","0804139547, 0804139563, 9780804139540, 9780804139564",2016,"Crown,",acbk,canf,cen,2,A
317982,"Research reactors; selected reference material, United States atomic energy program.",U.S. Atomic Energy Commission,,1955,"[U.S. Govt. Print. Off.],",arbk,cs7r,cen,1,A
151715,"Restoration of Ford's Theatre, Washington, D.C. / by George J. Olszewski.","Olszewski, George J.",,1963,"U.S. Dept. of the Interior, National Park Service, National Capital Region : [for sale by the Superintendent of Documents, U.S. Govt. Print. Off.],",arbk,cs8r,cen,1,A
3139828,Enemy of the state / Touchstone Pictures ; Jerry Bruckheimer Films ; a Don Simpson/Jerry Bruckheimer production in association with Scott Free Productions ; produced by Jerry Bruckheimer ; written by David Marconi ; directed by Tony Scott.,,"0788814915, 9780788814914",1999,"Touchstone Home Entertainment ; Distributed by Buena Vista Home Entertainment,",acdvd,cadvd,cen,1,A
3246210,Find the constellations / H.A. Rey.,"Rey, H. A. (Hans Augusto), 1898-1977,","0544763009, 0544763424, 9780544763005, 9780544763425",2016,"Houghton Mifflin Harcourt,",jcbk,ncnf,wal,1,A
3193075,"Criminal / Summit Entertainment ; a Benderspink and Millennium Films production and a Campbell Grobman Films production ; produced by J.C. Spink and Jake Weiner, Matt O'Toole, Mark Gill, Christa Campbell ; written by Douglas Cook & David Weisberg ; directed by Ariel Vromen.",,,2016,"Lionsgate,",acdvd,nadvd,hip,1,A
195625,The grain trade in the Old Northwest / by John G. Clark.,"Clark, John Garretson, 1932-",,1966,"University of Illinois Press,",acbk,canf,cen,1,A
2847822,A lost lady / Willa Cather.,"Cather, Willa, 1873-1947","0679728872, 9780679728870",1990,"Vintage Books,",acbk,nafic,bal,1,A
2737389,"Circo / a co-production of the Independent Television Serviece ; executive producer for ITVS, Sally Jo Fifer ; producer, Jannat Gargi ; directed, produced and photographed by Aaron Schock.",,,2010,"Hecho a Mano Films,",acdvd,nalndvd,nga,1,A
3331754,Earth! : my first 4.54 billion years / by Earth (with Stacy McAnulty) ; illustrated by Earth (with David Litchfield).,"McAnulty, Stacy","125010808X, 9781250108081",2017,"Henry Holt and Company,",jcbk,ncnf,dth,1,A
625996,The World almanac and book of facts.,,,1923,"Press Pub. Co. (The New York World),",arbk,naref,gwd,1,A
3127061,The brain / David Eagleman.,"Eagleman, David","1101870532, 9781101870532",2015,"Pantheon Books,",acbk,nanf,net,1,A
2572124,The fall festival / by Mercer Mayer.,"Mayer, Mercer, 1943-","0060835516, 0060835524, 9780060835514, 9780060835521",2009,"HarperCollins Children's Books,",jcbk,nchol,dth,1,A
3045442,Fat Ollie's book : a novel of the 87th Precinct / Ed McBain.,"McBain, Ed, 1926-2005,","1451623429, 9781451623420",2003,"Pocket Books,",acbk,namys,net,1,A
3278717,Shimmer and Shine. Magical pets of Zahramay Falls / Nickelodeon.,,,2017,"Nickelodeon,",jcdvd,ccdvd,cen,2,A
2985317,"The Bletchley circle. Season 2 / Content ; a World production ; directors, Jamie Payne & Sarah Harding ; producer, Trevor Hopkins ; writer, Guy Burt.",,"1608830640, 9781608830640",2014,"[Publisher not identified],",acdvd,nadvd,qna,1,A
3153800,Cravings / Chrissy Teigen ; photographs by Aubrie Pick.,"Teigen, Chrissy","1101903910, 9781101903919",2016,"Clarkson Potter/Publishers,",acbk,nanf,uni,1,A
2687638,The boxcar children. The woodshed mystery / [created by Gertrude Chandler Warner] ; adapted by Joeming Dunn ; illustrated by Ben Dunn.,"Warner, Gertrude Chandler, 1890-1979","0807592080, 9780807592083",2010,"Albert Whitman & Co,",jcbk,nccomic,bro,1,A
2943338,Run fast / the Julie Ruin.,Julie Ruin (Musical group),,2013,"Julie Ruin,",accd,cacd,cen,1,A
2663130,"Mary Tudor : princess, bastard, queen / Anna Whitelock.","Whitelock, Anna","1400066093, 9781400066094",2009,"Random House,",acbk,nab,wts,1,A
3336952,"Zero effect / Castle Rock Entertainment ; a Manifest Film production ; produced by Lisa Henson, Janet Yang, and Jake Kasdan ; written and directed by Jake Kasdan.",,,2013,"Warner Home Video,",acdvd,nadvd,lcy,1,A
3307855,Happiness : 25 ways to live joyfully through art / Christophe André ; translated by Trista Selous.,"André, Christophe","1846045053, 9781846045059",2016,"Rider Books,",acbk,nanf,swt,1,A
1325666,First Indian on the moon / Sherman Alexie.,"Alexie, Sherman, 1966-","1882413024, 1882413032",1993,"Hanging Loose Press,",acbk,canf,cen,2,A
3023027,Emperor Pickletine rides the bus / Tom Angleberger.,"Angleberger, Tom","141970933X, 9781419709333",2014,"Amulet Books,",jcbk,ncfic,gwd,1,A
2795967,Titan / Stephen Baxter.,"Baxter, Stephen","0061057134, 9780061057137",2001,"Eos,",acbk,nasf,net,1,A
3118759,Currents / Tame Impala.,Tame Impala (Musical group),,2015,"Interscope,",accd,nacd,wal,2,A
2724197,"A long, long sleep / Anna Sheehan.","Sheehan, Anna","0763652601, 9780763652609",2011,"Candlewick Press,",acbk,cyfic,cen,1,A
3154403,When the sun shines on Antarctica : and other poems about the frozen continent / Irene Latham ; illustrated by Anna Wadham.,"Latham, Irene","1467752169, 9781467752169, 9781467797290",2016,"Millbrook Press, a division of Lerner Publishin Group, Inc.,",jcbk,ncenf,col,1,A
3135998,Happy! / Pharrell Williams ; [interior photography by Amanda Pratt].,"Williams, Pharrell","0399176438, 9780399176432",2015,"G.P. Putnam's Sons, an imprint of Penguin Random House,",jcbk,ncpic,bea,1,A
3140559,Tough guys : (have feelings too) / Keith Negley.,"Negley, Keith","1909263664, 9781909263666",2015,"Flying Eye Books, an imprint of Nobrow Ltd.,",jcbk,ncenf,net,1,A
2213636,Family circle : the Boudins and the aristocracy of the Left / Susan Braudy.,"Braudy, Susan",679432949,2003,"Alfred A. Knopf : Distributed by Random House,",acbk,cab,cen,1,A
3285040,"Shakespeare's ear : dark, strange, and fascinating tales from the world of theater / Tim Rayborn.","Rayborn, Tim, 1968-","1510719571, 9781510719576",2017,"Skyhorse Publishing,",acbk,nanf,uni,1,A
2638132,You don't have to be Buddhist to know nothing : an illustrious collection of thoughts on naught / conceived and edited by Joan Konner ; research by Sara Bader.,,"1591027578, 9781591027577",2009,"Prometheus Books,",acbk,nanf,dth,1,A
2758061,"Electric guitar for kids. 1, Getting started / Homespun Tapes/Video ; director, Happy Traum.",,"159773229X, 9781597732291",2007,"Homespun Tapes/Video,",jcdvd,ncdvdnf,lcy,1,A
1308537,Bay and ocean cookbook : Ark Restaurant cuisine / Jimella Lucas and Nancy Main.,"Main, Nanci",140111875,1988,"Penguin Books,",arbk,cs7r,cen,1,A
1605057,Mabel Normand : a source book to her life and films / by William Thomas Sherman ; forward by Anthony Slide.,"Sherman, William Thomas","0964376008, 0964376040",1994,"W.T. Sherman,",acbk,canf,cen,1,A
3008640,"The tapping solution for weight loss & body confidence : a woman's guide to stressing less, weighing less, and loving more / Jessica Ortner ; [foreword by Christiane Northrup].","Ortner, Jessica, 1985-","1401945112, 9781401945114",2014,"Hay House, Inc.,",acbk,nanf,cap,1,A
3222534,The stranger in the woods : the extraordinary story of the last true hermit / Michael Finkel.,"Finkel, Michael","1101875682, 9781101875681",2017,"Alfred A. Knopf,",acbk,nanf,swt,1,A
3297044,Jacky Ha-Ha : my life is a joke / James Patterson and Chris Grabenstein ; illustrated by Kerascoët.,"Patterson, James, 1947-","0316433764, 9780316433761",2017,"Jimmy Patterson Books/Little, Brown and Company,",jcbk,ncnew,wts,1,A
1865519,"Seven Gothic dramas, 1789-1825 / edited with an introduction by Jeffrey N. Cox.",,"0821410156, 0821410652",1992,"Ohio University Press,",acbk,canf,cen,1,A
2054039,Of mice and men / John Steinbeck ; with an introduction by Susan Shillinglaw.,"Steinbeck, John, 1902-1968",140186425,1994,"Penguin Books,",acbk,nafic,rbe,2,A
3008677,"The conscious parent : transforming ourselves, empowering our children / Shefali Tsabary.","Tsabary, Shefali, 1972-","1897238452, 9781897238455",2010,"Namaste Pub.,",acbk,nanf,rbe,1,A
2982549,"Nashville : the music of Nashville : original soundtrack. Season 2, Volume 1.",,,2013,"Big Machine Records,",accd,nacd,gwd,1,A
3174618,The five things we cannot change : and the happiness we find by embracing them / David Richo.,"Richo, David, 1940-","1590303083, 9781590303085",2006,"Shambhala,",acbk,nanf,wts,1,A
3164234,Lily and the octopus / Steven Rowley.,"Rowley, Steven, 1971-","1501126229, 9781501126222",2016,"Simon & Schuster,",acbk,nafic,swt,1,A
3128263,"Z feng bao = Z storm / Pegasus Motion Pictures ; Sil-Metropole Organisation Ltd. ; producer, Ren Yue, John Chong ; story by David Lam ; screenplay by Wong Ho Wah ; directed by David Lam.",,,2015,"Well Go USA Entertainment,",acdvd,nalndvd,nhy,1,A
493845,Inside the L.A. artist / [compiled by] Marva Marrow ; introduction by Josine Ianco-Starrels.,,087905297X,1988,"Peregrine Smith Books,",acbk,canf,cen,1,A
630293,An illustrated treasury of songs : The National Gallery of Art.,,847813762,1991,"Hal Leonard Publishing Corporation ; Rizzoli,",acmus,camus,cen,1,A
3136072,Mr. Lemoncello's Library Olympics / Chris Grabenstein.,"Grabenstein, Chris","0553510401, 055351041X, 9780553510409, 9780553510416",2016,"Random House,",jcbk,ncfic,dlr,1,A
2177722,The Ohlone of California / Jack S. Williams.,"Williams, Jack S.",823964302,2003,"Rosen Pub. Group's PowerKidsPress,",jcbk,ccnf,cen,1,A
3086407,Rory the dinosaur : me and my dad / Liz Climo.,"Climo, Liz","0316277282, 9780316277280",2015,"Little, Brown and Company,",jcbk,ncpic,lcy,1,A
1700140,Xiao er ji bing pe bao xiang / Hong Hunlong zhu.,,9578030711,1995,"Ping shi chu ban you xian gong si,",acbk,caln,cen,1,A
2980118,The hunt for the golden book / Geronimo Stilton ; [illustrations by Danilo Barozzi and Silvia Bigolin (design) and Christian Aliprandi (color) ; based on an original idea by Elisabetta Dami ; translated by Lidia Morson Tramontozzi and Julia Heim].,"Stilton, Geronimo","0545646499, 9780545646499",2014,"Scholastic,",jcbk,ncfic,dth,2,A
2647153,"Hachi : a dog's tale / Stage 6 ; Inferno ; in association with Opperman Viner Chrystyn Entertainment ; produced by Vicki Shigekuni Wong, Bill Johnson, Richard Gere ; screenplay by Stephen P. Lindsey ; directed by Lasse Hallström.",,"1435980824, 9781435980822",2010,"Sony Pictures Home Entertainment,",acdvd,nadvd,nga,1,A
3255923,"Accel world. 07 / art, Hiroyuki Aigamo ; original story, Reki Kawahara ; character design, HIMA ; [translation, Jocelyne Allen ; lettering, Brndn Blakeslee].","Kawahara, Reki","0316469203, 9780316469203",2017,"Yen Press,",acbk,nycomic,glk,1,A
2904345,Lowcountry boil : a Liz Talbot mystery / Susan M. Boyer.,"Boyer, Susan M.","1938383044, 9781938383045",2012,"Henery Press,",acbk,camys,cen,1,A
2157458,"Fly, Dumbo, fly! / by Jennifer Liberts Weinberg ; illustrated by Carlo LoRaso and John Kurtz.","Weinberg, Jennifer, 1970-","0736420444, 0736480153",2003,"Random House,",jcbk,ccrdr,cen,1,A
3101690,"Super seniors. Vol. 1, Box, balance & lift / created by Megan McCracken ; producers, Melissa Kelly, Bryn Neuenschwander, Roman Fernandez ; directed by Bill Aucoin ; produced by Get Crackin', Inc.",,,2010,"Get Crackin', Inc.,",acdvd,cadvdnf,cen,1,A
3271123,"Cleopatra in space. Book four, The golden lion / Mike Maihack.","Maihack, Mike","0545838711, 054583872X, 9780545838719, 9780545838726",2017,"Graphix, an imprint of Scholastic,",jcbk,nccomic,bro,1,A
3190818,Oh she glows every day : quick and simply satisfying plant-based recipes / Angela Liddon.,"Liddon, Angela","1583335749, 9781583335741",2016,"Avery,",acbk,nanf,glk,1,A
